"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mh_ch_mchat_reach_instr01,mh_ch_mchat,,descriptive,"If there is something your child wants that is out of reach, such as a snack or toy, do they ...",,,,,,,"[mh_ch_mchat_reach_001] = '0'",,,,,,
mh_ch_mchat_reach_002,mh_ch_mchat,,radio,Cry?,"1, Yes | 0, No",,,,,,"[mh_ch_mchat_reach_001] = '0'",y,,,mh_ch_mchat_reach_m01,,
mh_ch_mchat_reach_003,mh_ch_mchat,,radio,"Reach for the object with their whole hand?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_reach_001] = '0'",y,,,mh_ch_mchat_reach_m01,,
mh_ch_mchat_reach_004,mh_ch_mchat,,radio,Whine?,"1, Yes | 0, No",,,,,,"[mh_ch_mchat_reach_001] = '0'",y,,,mh_ch_mchat_reach_m01,,
mh_ch_mchat_reach_005,mh_ch_mchat,,radio,"Lead you to the object?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_reach_001] = '0'",y,,,mh_ch_mchat_reach_m01,,
mh_ch_mchat_reach_006,mh_ch_mchat,,radio,"Try to get the object for themself?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_reach_001] = '0'",y,,,mh_ch_mchat_reach_m01,,
mh_ch_mchat_reach_007,mh_ch_mchat,,radio,"Ask for it using words or sounds?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_reach_001] = '0'",y,,,mh_ch_mchat_reach_m01,,
mh_ch_mchat_reach_008,mh_ch_mchat,,radio,"Have a tantrum?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_reach_001] = '0'",y,,,mh_ch_mchat_reach_m01,,
mh_ch_mchat_reach_009,mh_ch_mchat,,radio,"If you said, ""Show me,"" would they point at it?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_reach_003] = '1' OR [mh_ch_mchat_reach_005] = '1' OR [mh_ch_mchat_reach_006] = '1' OR [mh_ch_mchat_reach_007] = '1'",y,,,,,
mh_ch_mchat_show_001,mh_ch_mchat," ",radio,"Does your child point with one finger just  to show you something interesting?","1, Yes | 0, No",,,,,,,y,,,,,
mh_ch_mchat_show_instr01,mh_ch_mchat,,descriptive,"Does your child sometimes want you to see something interesting, such as ...",,,,,,,"[mh_ch_mchat_show_001] = '0'",,,,,,
mh_ch_mchat_show_002,mh_ch_mchat,,radio,"An airplane in the sky?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_show_001] = '0'",y,,,mh_ch_mchat_show_m01,,
mh_ch_mchat_show_003,mh_ch_mchat,,radio,"A truck on the road?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_show_001] = '0'",y,,,mh_ch_mchat_show_m01,,
mh_ch_mchat_show_004,mh_ch_mchat,,radio,"A bug on the ground?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_show_001] = '0'",y,,,mh_ch_mchat_show_m01,,
mh_ch_mchat_show_005,mh_ch_mchat,,radio,"An animal in the yard?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_show_001] = '0'",y,,,mh_ch_mchat_show_m01,,
mh_ch_mchat_show_006,mh_ch_mchat,,radio,"How does your child draw your attention to it? Would they point with one finger?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_show_002] = '1' OR [mh_ch_mchat_show_003] = '1' OR [mh_ch_mchat_show_004] = '1' OR [mh_ch_mchat_show_005] = '1'",y,,,,,
mh_ch_mchat_show_007,mh_ch_mchat,,radio,"Is this to show their interest, not to get help?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_show_006] = '1'",y,,,,,
mh_ch_mchat_children_001,mh_ch_mchat," ",radio,"Is your child interested in other children?","1, Yes | 0, No",,,,,,,y,,,,,
mh_ch_mchat_children_instr01,mh_ch_mchat,,descriptive,"When you are at the playground or supermarket, does your child ...",,,,,,,"[mh_ch_mchat_children_001] = '0'",,,,,,
mh_ch_mchat_children_002,mh_ch_mchat,,radio,"Play with another child?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_children_001] = '0'",y,,,mh_ch_mchat_children_m01,,
mh_ch_mchat_children_003,mh_ch_mchat,,radio,"Talk to another child?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_children_001] = '0'",y,,,mh_ch_mchat_children_m01,,
mh_ch_mchat_children_004,mh_ch_mchat,,radio,"Babble or make vocal noises?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_children_001] = '0'",y,,,mh_ch_mchat_children_m01,,
mh_ch_mchat_children_005,mh_ch_mchat,,radio,"Watch another child?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_children_001] = '0'",y,,,mh_ch_mchat_children_m01,,
mh_ch_mchat_children_006,mh_ch_mchat,,radio,"Smile at another child?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_children_001] = '0'",y,,,mh_ch_mchat_children_m01,,
mh_ch_mchat_children_007,mh_ch_mchat,,radio,"Act shy at first but then smile?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_children_001] = '0'",y,,,mh_ch_mchat_children_m01,,
mh_ch_mchat_children_008,mh_ch_mchat,,radio,"Get excited about another child?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_children_001] = '0'",y,,,mh_ch_mchat_children_m01,,
mh_ch_mchat_children_009,mh_ch_mchat,,radio,"Stay away from other children?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_children_001] = '0'",y,,,mh_ch_mchat_children_m01,,
mh_ch_mchat_children_instr02,mh_ch_mchat,,descriptive,"Which one do they do most often? ",,,,,,,"(([mh_ch_mchat_children_002] = '1' OR [mh_ch_mchat_children_003] = '1' OR [mh_ch_mchat_children_004] = '1' OR [mh_ch_mchat_children_005] = '1' OR [mh_ch_mchat_children_006] = '1' OR [mh_ch_mchat_children_007] = '1' OR [mh_ch_mchat_children_008] = '1') AND [mh_ch_mchat_children_009] = '1')",,,,,,
mh_ch_mchat_children_010_i_02,mh_ch_mchat,,radio,"Play with another child","1, Most often",,,,,,"(([mh_ch_mchat_children_002] = '1' OR [mh_ch_mchat_children_003] = '1' OR [mh_ch_mchat_children_004] = '1' OR [mh_ch_mchat_children_005] = '1' OR [mh_ch_mchat_children_006] = '1' OR [mh_ch_mchat_children_007] = '1' OR [mh_ch_mchat_children_008] = '1') AND [mh_ch_mchat_children_009] = '1') AND [mh_ch_mchat_children_002] = '1'",,,,mh_ch_mchat_children_m02,y,
mh_ch_mchat_children_010_i_03,mh_ch_mchat,,radio,"Talk to another child","1, Most often",,,,,,"(([mh_ch_mchat_children_002] = '1' OR [mh_ch_mchat_children_003] = '1' OR [mh_ch_mchat_children_004] = '1' OR [mh_ch_mchat_children_005] = '1' OR [mh_ch_mchat_children_006] = '1' OR [mh_ch_mchat_children_007] = '1' OR [mh_ch_mchat_children_008] = '1') AND [mh_ch_mchat_children_009] = '1') AND [mh_ch_mchat_children_003] = '1'",,,,mh_ch_mchat_children_m02,y,
mh_ch_mchat_children_010_i_04,mh_ch_mchat,,radio,"Babble or make vocal noises","1, Most often",,,,,,"(([mh_ch_mchat_children_002] = '1' OR [mh_ch_mchat_children_003] = '1' OR [mh_ch_mchat_children_004] = '1' OR [mh_ch_mchat_children_005] = '1' OR [mh_ch_mchat_children_006] = '1' OR [mh_ch_mchat_children_007] = '1' OR [mh_ch_mchat_children_008] = '1') AND [mh_ch_mchat_children_009] = '1') AND [mh_ch_mchat_children_004] = '1'",,,,mh_ch_mchat_children_m02,y,
mh_ch_mchat_children_010_i_05,mh_ch_mchat,,radio,"Watch another child","1, Most often",,,,,,"(([mh_ch_mchat_children_002] = '1' OR [mh_ch_mchat_children_003] = '1' OR [mh_ch_mchat_children_004] = '1' OR [mh_ch_mchat_children_005] = '1' OR [mh_ch_mchat_children_006] = '1' OR [mh_ch_mchat_children_007] = '1' OR [mh_ch_mchat_children_008] = '1') AND [mh_ch_mchat_children_009] = '1') AND [mh_ch_mchat_children_005] = '1'",,,,mh_ch_mchat_children_m02,y,
mh_ch_mchat_children_010_i_06,mh_ch_mchat,,radio,"Smile at another child","1, Most often",,,,,,"(([mh_ch_mchat_children_002] = '1' OR [mh_ch_mchat_children_003] = '1' OR [mh_ch_mchat_children_004] = '1' OR [mh_ch_mchat_children_005] = '1' OR [mh_ch_mchat_children_006] = '1' OR [mh_ch_mchat_children_007] = '1' OR [mh_ch_mchat_children_008] = '1') AND [mh_ch_mchat_children_009] = '1') AND [mh_ch_mchat_children_006] = '1'",,,,mh_ch_mchat_children_m02,y,
mh_ch_mchat_children_010_i_07,mh_ch_mchat,,radio," Act shy at first but then smile","1, Most often",,,,,,"(([mh_ch_mchat_children_002] = '1' OR [mh_ch_mchat_children_003] = '1' OR [mh_ch_mchat_children_004] = '1' OR [mh_ch_mchat_children_005] = '1' OR [mh_ch_mchat_children_006] = '1' OR [mh_ch_mchat_children_007] = '1' OR [mh_ch_mchat_children_008] = '1') AND [mh_ch_mchat_children_009] = '1') AND [mh_ch_mchat_children_007] = '1'",,,,mh_ch_mchat_children_m02,y,
mh_ch_mchat_children_010_i_08,mh_ch_mchat,,radio,"Get excited about another child","1, Most often",,,,,,"(([mh_ch_mchat_children_002] = '1' OR [mh_ch_mchat_children_003] = '1' OR [mh_ch_mchat_children_004] = '1' OR [mh_ch_mchat_children_005] = '1' OR [mh_ch_mchat_children_006] = '1' OR [mh_ch_mchat_children_007] = '1' OR [mh_ch_mchat_children_008] = '1') AND [mh_ch_mchat_children_009] = '1') AND [mh_ch_mchat_children_008] = '1'",,,,mh_ch_mchat_children_m02,y,
mh_ch_mchat_children_010_i_09,mh_ch_mchat,,radio,"Stay away from other children","1, Most often",,,,,,"(([mh_ch_mchat_children_002] = '1' OR [mh_ch_mchat_children_003] = '1' OR [mh_ch_mchat_children_004] = '1' OR [mh_ch_mchat_children_005] = '1' OR [mh_ch_mchat_children_006] = '1' OR [mh_ch_mchat_children_007] = '1' OR [mh_ch_mchat_children_008] = '1') AND [mh_ch_mchat_children_009] = '1') AND [mh_ch_mchat_children_009] = '1'",,,,mh_ch_mchat_children_m02,y,
mh_ch_mchat_share_001,mh_ch_mchat," ",radio,"Does your child show you things by bringing them to you or holding them up for you to see? Not just to get help but to share?","1, Yes | 0, No",,,,,,,y,,,,,
mh_ch_mchat_share_instr01,mh_ch_mchat,,descriptive,"Does your child sometimes bring you ...",,,,,,,"[mh_ch_mchat_share_001] = '0'",,,,,,
mh_ch_mchat_share_002,mh_ch_mchat,,radio,"A picture or toy just to show you?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_share_001] = '0'",y,,,mh_ch_mchat_share_m01,,
mh_ch_mchat_share_003,mh_ch_mchat,,radio,"A drawing they have done?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_share_001] = '0'",y,,,mh_ch_mchat_share_m01,,
mh_ch_mchat_share_004,mh_ch_mchat,,radio,"A flower they have picked?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_share_001] = '0'",y,,,mh_ch_mchat_share_m01,,
mh_ch_mchat_share_005,mh_ch_mchat,,radio,"A bug they have found in the grass?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_share_001] = '0'",y,,,mh_ch_mchat_share_m01,,
mh_ch_mchat_share_006,mh_ch_mchat,,radio,"A few blocks they have put together?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_share_001] = '0'",y,,,mh_ch_mchat_share_m01,,
mh_ch_mchat_share_007,mh_ch_mchat,,radio,"Is it sometimes just to show you, not to get help?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_share_002] = '1' OR [mh_ch_mchat_share_003] = '1' OR [mh_ch_mchat_share_004] = '1' OR [mh_ch_mchat_share_005] = '1' OR [mh_ch_mchat_share_006] = '1' ",y,,,,,
mh_ch_mchat_name_001,mh_ch_mchat," ",radio,"Does your child respond when you call their name?","1, Yes | 0, No",,,,,,,y,,,,,
mh_ch_mchat_name_instr01,mh_ch_mchat,,descriptive,"If they are not involved in something fun or interesting, when you call their name, what do they do? Do they ...",,,,,,,"[mh_ch_mchat_name_001] = '0'",,,,,,
mh_ch_mchat_name_002,mh_ch_mchat,,radio,"Make no response?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_name_001] = '0'",y,,,mh_ch_mchat_name_m01,,
mh_ch_mchat_name_003,mh_ch_mchat,,radio,"Seem to hear but ignore you?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_name_001] = '0'",y,,,mh_ch_mchat_name_m01,,
mh_ch_mchat_name_004,mh_ch_mchat,,radio,"Look up?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_name_001] = '0'",y,,,mh_ch_mchat_name_m01,,
mh_ch_mchat_name_005,mh_ch_mchat,,radio,"Respond only if you are right in front of their face?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_name_001] = '0'",y,,,mh_ch_mchat_name_m01,,
mh_ch_mchat_name_006,mh_ch_mchat,,radio,"Talk or babble?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_name_001] = '0'",y,,,mh_ch_mchat_name_m01,,
mh_ch_mchat_name_007,mh_ch_mchat,,radio,"Stop what they are doing?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_name_001] = '0'",y,,,mh_ch_mchat_name_m01,,
mh_ch_mchat_name_008,mh_ch_mchat,,radio,"Respond only if touched?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_name_001] = '0'",y,,,mh_ch_mchat_name_m01,,
mh_ch_mchat_name_instr02,mh_ch_mchat,,descriptive,"Which one do they do most often? ",,,,,,,"(([mh_ch_mchat_name_004] = '1' OR [mh_ch_mchat_name_006] = '1' OR [mh_ch_mchat_name_007] = '1') AND ([mh_ch_mchat_name_002] = '1' OR [mh_ch_mchat_name_003] = '1' OR [mh_ch_mchat_name_005] = '1' OR [mh_ch_mchat_name_008] = '1'))",,,,,,
mh_ch_mchat_name_009_i_02,mh_ch_mchat,,radio,"Make no response?","1, Most often",,,,,,"(([mh_ch_mchat_name_004] = '1' OR [mh_ch_mchat_name_006] = '1' OR [mh_ch_mchat_name_007] = '1') AND ([mh_ch_mchat_name_002] = '1' OR [mh_ch_mchat_name_003] = '1' OR [mh_ch_mchat_name_005] = '1' OR [mh_ch_mchat_name_008] = '1')) AND [mh_ch_mchat_name_002] = '1'",,,,mh_ch_mchat_name_m02,y,
mh_ch_mchat_name_009_i_03,mh_ch_mchat,,radio,"Seem to hear but ignore you?","1, Most often",,,,,,"(([mh_ch_mchat_name_004] = '1' OR [mh_ch_mchat_name_006] = '1' OR [mh_ch_mchat_name_007] = '1') AND ([mh_ch_mchat_name_002] = '1' OR [mh_ch_mchat_name_003] = '1' OR [mh_ch_mchat_name_005] = '1' OR [mh_ch_mchat_name_008] = '1')) AND [mh_ch_mchat_name_003] = '1'",,,,mh_ch_mchat_name_m02,y,
mh_ch_mchat_name_009_i_04,mh_ch_mchat,,radio,"Look up?","1, Most often",,,,,,"(([mh_ch_mchat_name_004] = '1' OR [mh_ch_mchat_name_006] = '1' OR [mh_ch_mchat_name_007] = '1') AND ([mh_ch_mchat_name_002] = '1' OR [mh_ch_mchat_name_003] = '1' OR [mh_ch_mchat_name_005] = '1' OR [mh_ch_mchat_name_008] = '1')) AND [mh_ch_mchat_name_004] = '1'",,,,mh_ch_mchat_name_m02,y,
mh_ch_mchat_name_009_i_05,mh_ch_mchat,,radio,"Respond only if you are right in front of their face?","1, Most often",,,,,,"(([mh_ch_mchat_name_004] = '1' OR [mh_ch_mchat_name_006] = '1' OR [mh_ch_mchat_name_007] = '1') AND ([mh_ch_mchat_name_002] = '1' OR [mh_ch_mchat_name_003] = '1' OR [mh_ch_mchat_name_005] = '1' OR [mh_ch_mchat_name_008] = '1')) AND [mh_ch_mchat_name_005] = '1'",,,,mh_ch_mchat_name_m02,y,
mh_ch_mchat_name_009_i_06,mh_ch_mchat,,radio,"Talk or babble?","1, Most often",,,,,,"(([mh_ch_mchat_name_004] = '1' OR [mh_ch_mchat_name_006] = '1' OR [mh_ch_mchat_name_007] = '1') AND ([mh_ch_mchat_name_002] = '1' OR [mh_ch_mchat_name_003] = '1' OR [mh_ch_mchat_name_005] = '1' OR [mh_ch_mchat_name_008] = '1')) AND [mh_ch_mchat_name_006] = '1'",,,,mh_ch_mchat_name_m02,y,
mh_ch_mchat_name_009_i_07,mh_ch_mchat,,radio,"Stop what they are doing?","1, Most often",,,,,,"(([mh_ch_mchat_name_004] = '1' OR [mh_ch_mchat_name_006] = '1' OR [mh_ch_mchat_name_007] = '1') AND ([mh_ch_mchat_name_002] = '1' OR [mh_ch_mchat_name_003] = '1' OR [mh_ch_mchat_name_005] = '1' OR [mh_ch_mchat_name_008] = '1')) AND [mh_ch_mchat_name_007] = '1'",,,,mh_ch_mchat_name_m02,y,
mh_ch_mchat_name_009_i_08,mh_ch_mchat,,radio,"Respond only if touched?","1, Most often",,,,,,"(([mh_ch_mchat_name_004] = '1' OR [mh_ch_mchat_name_006] = '1' OR [mh_ch_mchat_name_007] = '1') AND ([mh_ch_mchat_name_002] = '1' OR [mh_ch_mchat_name_003] = '1' OR [mh_ch_mchat_name_005] = '1' OR [mh_ch_mchat_name_008] = '1')) AND [mh_ch_mchat_name_008] = '1'",,,,mh_ch_mchat_name_m02,y,
mh_ch_mchat_smile_001,mh_ch_mchat," ",radio,"When you smile at your child, do they smile back at you?","1, Yes | 0, No",,,,,,,y,,,,,
mh_ch_mchat_smile_instr01,mh_ch_mchat,,descriptive,"What makes your child smile? Does your child ... ",,,,,,,"[mh_ch_mchat_smile_001] = '0'",,,,,,
mh_ch_mchat_smile_002,mh_ch_mchat,,radio,"Smile when you smile?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_smile_001] = '0'",y,,,mh_ch_mchat_smile_m01,,
mh_ch_mchat_smile_005,mh_ch_mchat,,radio,"Always smile?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_smile_001] = '0'",y,,,mh_ch_mchat_smile_m01,,
mh_ch_mchat_smile_003,mh_ch_mchat,,radio,"Smile when you enter the room?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_smile_001] = '0'",y,,,mh_ch_mchat_smile_m01,,
mh_ch_mchat_smile_004,mh_ch_mchat,,radio,"Smile when you return from being away?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_smile_001] = '0'",y,,,mh_ch_mchat_smile_m01,,
mh_ch_mchat_smile_007,mh_ch_mchat,,radio,"Smile randomly or at nothing in particular?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_smile_001] = '0'",y,,,mh_ch_mchat_smile_m01,,
mh_ch_mchat_smile_006,mh_ch_mchat,,radio,"Smile at a favorite toy or activity?","1, Yes | 0, No",,,,,,"[mh_ch_mchat_smile_001] = '0'",y,,,mh_ch_mchat_smile_m01,,
mh_ch_mchat_smile_instr02,mh_ch_mchat,,descriptive,"Which one do they do most often? ",,,,,,,"(([mh_ch_mchat_smile_002] = '1' OR [mh_ch_mchat_smile_003] = '1' OR [mh_ch_mchat_smile_004]) AND ([mh_ch_mchat_smile_005] = '1' OR [mh_ch_mchat_smile_007] = '1' OR [mh_ch_mchat_smile_006] = '1'))",,,,,,
mh_ch_mchat_smile_008_i_02,mh_ch_mchat,,radio,"Smile when you smile?","1, Most often",,,,,,"(([mh_ch_mchat_smile_002] = '1' OR [mh_ch_mchat_smile_003] = '1' OR [mh_ch_mchat_smile_004]) AND ([mh_ch_mchat_smile_005] = '1' OR [mh_ch_mchat_smile_007] = '1' OR [mh_ch_mchat_smile_006] = '1')) AND [mh_ch_mchat_smile_002] = '1'",,,,mh_ch_mchat_smile_m02,y,
mh_ch_mchat_smile_008_i_05,mh_ch_mchat,,radio,"Always smile?","1, Most often",,,,,,"(([mh_ch_mchat_smile_002] = '1' OR [mh_ch_mchat_smile_003] = '1' OR [mh_ch_mchat_smile_004]) AND ([mh_ch_mchat_smile_005] = '1' OR [mh_ch_mchat_smile_007] = '1' OR [mh_ch_mchat_smile_006] = '1')) AND [mh_ch_mchat_smile_005] = '1'",,,,mh_ch_mchat_smile_m02,y,
mh_ch_mchat_smile_008_i_03,mh_ch_mchat,,radio,"Smile when you enter the room?","1, Most often",,,,,,"(([mh_ch_mchat_smile_002] = '1' OR [mh_ch_mchat_smile_003] = '1' OR [mh_ch_mchat_smile_004]) AND ([mh_ch_mchat_smile_005] = '1' OR [mh_ch_mchat_smile_007] = '1' OR [mh_ch_mchat_smile_006] = '1')) AND [mh_ch_mchat_smile_003] = '1'",,,,mh_ch_mchat_smile_m02,y,
mh_ch_mchat_smile_008_i_04,mh_ch_mchat,,radio,"Smile when you return from being away?","1, Most often",,,,,,"(([mh_ch_mchat_smile_002] = '1' OR [mh_ch_mchat_smile_003] = '1' OR [mh_ch_mchat_smile_004]) AND ([mh_ch_mchat_smile_005] = '1' OR [mh_ch_mchat_smile_007] = '1' OR [mh_ch_mchat_smile_006] = '1')) AND [mh_ch_mchat_smile_004] = '1'",,,,mh_ch_mchat_smile_m02,y,
mh_ch_mchat_smile_008_i_07,mh_ch_mchat,,radio,"Smile randomly or at nothing in particular?","1, Most often",,,,,,"(([mh_ch_mchat_smile_002] = '1' OR [mh_ch_mchat_smile_003] = '1' OR [mh_ch_mchat_smile_004]) AND ([mh_ch_mchat_smile_005] = '1' OR [mh_ch_mchat_smile_007] = '1' OR [mh_ch_mchat_smile_006] = '1')) AND [mh_ch_mchat_smile_007] = '1'",,,,mh_ch_mchat_smile_m02,y,
